Symbol,NCBI GeneID,Description,Ensembl GeneIDs
LOC107983987,107983987,small integral membrane protein 34B,ENSG00000278961
LOC107983989,107983989,uncharacterized LOC107983989,
LOC107984004,107984004,uncharacterized LOC107984004,
LOC107984126,107984126,zinc finger protein 658B-like,
LOC107984142,107984142,translation initiation factor IF-2-like,
LOC107984156,107984156,ADP-ribosylation factor-like protein 17,
LOC107984365,107984365,cytochrome c oxidase subunit NDUFA4-like,ENSG00000255266
LOC107984449,107984449,uncharacterized LOC107984449,
LOC107984732,107984732,non-histone chromosomal protein HMG-17-like,
LOC107984876,107984876,uncharacterized LOC107984876,
LOC107984890,107984890,uncharacterized LOC107984890,
LOC107984936,107984936,metallothionein-1E-like,
LOC107984956,107984956,collagen alpha-2(I) chain-like,
LOC107985043,107985043,uncharacterized LOC107985043,
LOC107985149,107985149,histidine-rich protein PFHRP-II-like,
LOC107985303,107985303,IQ motif and SEC7 domain-containing protein 2-like,
LOC107985567,107985567,protein LLP homolog,
LOC107985729,107985729,uncharacterized LOC107985729,
LOC107985876,107985876,uncharacterized LOC107985876,
LOC107985915,107985915,MAGE-like protein 2,
LOC107986012,107986012,protein transport protein SEC31-like,
LOC107986346,107986346,mitochondrial import receptor subunit TOM7 homolog,
LOC107986372,107986372,mitochondrial import receptor subunit TOM5 homolog,
LOC107986373,107986373,mitochondrial import receptor subunit TOM5 homolog,
LOC107986375,107986375,thymosin beta-15A-like,ENSG00000250650
LOC107986675,107986675,uncharacterized LOC107986675,
LOC107986768,107986768,uncharacterized LOC107986768,ENSG00000225606
LOC107986800,107986800,putative uncharacterized protein FLJ44672,
LOC107986837,107986837,uncharacterized LOC107986837,ENSG00000225457
LOC107986860,107986860,endogenous retrovirus group K member 19 Env polyprotein-like,
LOC107986982,107986982,MAGE-like protein 2,
LOC107987004,107987004,coiled-coil domain-containing protein 86-like,
LOC107987025,107987025,uncharacterized LOC107987025,
LOC107987042,107987042,"phosphatidylinositol 4,5-bisphosphate 5-phosphatase A-like",
LOC107987067,107987067,formin-2-like,
LOC107987269,107987269,uncharacterized LOC107987269,
LOC107987288,107987288,uncharacterized LOC107987288,
LOC107987292,107987292,putative proline-rich protein 21,
LOC107987371,107987371,cyclin-dependent kinase 2-associated protein 2-like,
LOC107987372,107987372,uncharacterized LOC107987372,
LOC107987423,107987423,liver carboxylesterase 1-like,
LOC107987425,107987425,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC107987432,107987432,putative POM121-like protein 1-like,
LOC107987433,107987433,putative POM121-like protein 1-like,
LOC107987441,107987441,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC107987457,107987457,phostensin-like,
LOC107987462,107987462,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC107987464,107987464,uncharacterized LOC107987464,
LOC107987478,107987478,cytochrome P450 2D6-like,
LOC107987479,107987479,cytochrome P450 2D6,
LOC107987545,107987545,olfactory receptor 2A7,
LOC112267855,112267855,uncharacterized LOC112267855,
LOC112267881,112267881,killer cell immunoglobulin-like receptor 2DL1-like,
LOC112267908,112267908,translation initiation factor IF-2-like,
LOC112267968,112267968,uncharacterized LOC112267968,
LOC112267992,112267992,uncharacterized LOC112267992,
LOC112268016,112268016,collagen alpha-1(I) chain-like,
LOC112268044,112268044,ankyrin repeat domain-containing protein 18B-like,
LOC112268067,112268067,uncharacterized LOC112268067,
LOC112268070,112268070,uncharacterized LOC112268070,
LOC112268076,112268076,translation initiation factor IF-2-like,
LOC112268080,112268080,"ATP synthase subunit ATP5MJ, mitochondrial-like",
LOC112268119,112268119,protein SPT2 homolog,
LOC112268145,112268145,uncharacterized LOC112268145,
LOC112268260,112268260,uncharacterized LOC112268260,
LOC112268307,112268307,uncharacterized LOC112268307,
LOC112268317,112268317,extensin-like,
LOC112268330,112268330,putative POM121-like protein 1-like,
LOC112268336,112268336,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC112268337,112268337,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC112268340,112268340,leukocyte immunoglobulin-like receptor subfamily B member 3,
LOC112268342,112268342,uncharacterized LOC112268342,
LOC112268347,112268347,putative POM121-like protein 1-like,
LOC112268354,112268354,killer cell immunoglobulin-like receptor 2DL4-like,
LOC112268355,112268355,killer cell immunoglobulin-like receptor 3DS1-like,
LOC112268362,112268362,killer cell immunoglobulin-like receptor 2DL1,
LOC112268384,112268384,olfactory receptor 2A1/2A42,
LOC112268390,112268390,putative protein FAM90A12P,
LOC112268470,112268470,SOSS complex subunit C-like,
LOC114841035,114841035,uncharacterized LOC114841035,ENSG00000286264
LOC122319696,122319696,uncharacterized LOC122319696,ENSG00000287585
LOC122394732,122394732,uncharacterized LOC122394732,ENSG00000283205
LOC122455340,122455340,uncharacterized LOC122455340,ENSG00000283536
LOC122455342,122455342,testis-specific serine/proline-rich protein,ENSG00000284526
LOC122513141,122513141,ring finger protein-like,ENSG00000284976
LOC122526780,122526780,uncharacterized LOC122526780,ENSG00000282936
LOC122539214,122539214,Zinc finger protein LOC122539214,ENSG00000269825
LOC124900163,124900163,chloride intracellular channel protein 6-like,
LOC124900164,124900164,uncharacterized LOC124900164,
LOC124900165,124900165,uncharacterized LOC124900165,
LOC124900172,124900172,uncharacterized LOC124900172,
LOC124900173,124900173,uncharacterized LOC124900173,
LOC124900189,124900189,uncharacterized LOC124900189,
LOC124900192,124900192,uncharacterized LOC124900192,ENSG00000248663
LOC124900193,124900193,uncharacterized LOC124900193,
LOC124900214,124900214,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2-like",
LOC124900217,124900217,collagen alpha-1(III) chain,
LOC124900251,124900251,proline-rich proteoglycan 2-like,
LOC124900252,124900252,uncharacterized LOC124900252,
LOC124900275,124900275,extensin-like,
LOC124900276,124900276,cuticle collagen 2-like,
LOC124900290,124900290,deleted in malignant brain tumors 1 protein-like,
LOC124900301,124900301,uncharacterized LOC124900301,
LOC124900338,124900338,formin-like protein 5,
LOC124900372,124900372,sialidase-like,
LOC124900374,124900374,uncharacterized LOC124900374,
LOC124900386,124900386,rootletin-like,
LOC124900388,124900388,uncharacterized LOC124900388,
LOC124900389,124900389,uncharacterized LOC124900389,
LOC124900416,124900416,uncharacterized LOC124900416,
LOC124900417,124900417,translation initiation factor IF-2-like,
LOC124900418,124900418,collagen alpha-1(I) chain-like,
LOC124900420,124900420,uncharacterized LOC124900420,
LOC124900467,124900467,uncharacterized LOC124900467,ENSG00000188660
LOC124900476,124900476,endogenous retrovirus group K member 5 Gag polyprotein-like,
LOC124900512,124900512,fumarylacetoacetate hydrolase domain-containing protein 2B-like,
LOC124900567,124900567,putative POM121-like protein 1-like,
LOC124900568,124900568,killer cell immunoglobulin-like receptor 2DL4,
LOC124900569,124900569,killer cell immunoglobulin-like receptor 2DL5A,
LOC124900571,124900571,killer cell immunoglobulin-like receptor 2DS1,
LOC124900572,124900572,killer cell immunoglobulin-like receptor 2DL5B,
LOC124900573,124900573,killer cell immunoglobulin-like receptor 2DS2,
LOC124900574,124900574,killer cell immunoglobulin-like receptor 2DL5A,
LOC124900576,124900576,otoancorin-like,
LOC124900586,124900586,putative pyridoxal-dependent decarboxylase domain-containing protein 2,
LOC124900597,124900597,serine/arginine repetitive matrix protein 1-like,
LOC124900614,124900614,platelet endothelial aggregation receptor 1-like,
LOC124900628,124900628,uncharacterized LOC124900628,
LOC124900629,124900629,uncharacterized LOC124900629,
LOC124900630,124900630,killer cell immunoglobulin-like receptor 3DL2,
LOC124900631,124900631,G protein-regulated inducer of neurite outgrowth 2-like,
LOC124900641,124900641,uncharacterized LOC124900641,
LOC124900642,124900642,zinc finger protein 141-like,
LOC124900646,124900646,uncharacterized LOC124900646,
LOC124900647,124900647,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",
LOC124900661,124900661,beta-defensin 109-like,
LOC124900692,124900692,uncharacterized LOC124900692,ENSG00000302423
LOC124900752,124900752,uncharacterized LOC124900752,
LOC124900837,124900837,hornerin-like,
LOC124900839,124900839,uncharacterized LOC124900839,
LOC124900844,124900844,uncharacterized LOC124900844,
LOC124900855,124900855,uncharacterized LOC124900855,ENSG00000301210
LOC124900866,124900866,putative uncharacterized protein encoded by LINC00596,
LOC124900867,124900867,uncharacterized LOC124900867,
LOC124900868,124900868,uncharacterized LOC124900868,
LOC124900940,124900940,uncharacterized LOC124900940,
LOC124900971,124900971,uncharacterized LOC124900971,
LOC124900986,124900986,uncharacterized LOC124900986,
LOC124900992,124900992,putative POM121-like protein 1-like,
LOC124900993,124900993,uncharacterized LOC124900993,
LOC124900994,124900994,uncharacterized LOC124900994,
LOC124900995,124900995,uncharacterized LOC124900995,
LOC124900996,124900996,uncharacterized LOC124900996,
LOC124900997,124900997,uncharacterized LOC124900997,
LOC124900998,124900998,uncharacterized LOC124900998,
LOC124901001,124901001,uncharacterized LOC124901001,
LOC124901030,124901030,uncharacterized LOC124901030,
LOC124901069,124901069,short transmembrane mitochondrial protein 1-like,
LOC124901105,124901105,uncharacterized LOC124901105,
LOC124901110,124901110,uncharacterized LOC124901110,
LOC124901141,124901141,protein FAM83G-like,
LOC124901163,124901163,eukaryotic translation initiation factor 3 subunit A,
LOC124901165,124901165,keratin-associated protein 5-5-like,
LOC124901225,124901225,translation initiation factor IF-2-like,
LOC124901227,124901227,atherin-like,
LOC124901228,124901228,translation initiation factor IF-2-like,
LOC124901229,124901229,uncharacterized LOC124901229,
LOC124901231,124901231,serine/arginine repetitive matrix protein 1-like,
LOC124901232,124901232,translation initiation factor IF-2-like,
LOC124901234,124901234,basic proline-rich protein-like,
LOC124901235,124901235,uncharacterized LOC124901235,
LOC124901299,124901299,uncharacterized LOC124901299,
LOC124901350,124901350,uncharacterized LOC124901350,
LOC124901354,124901354,small integral membrane protein 30-like,
LOC124901355,124901355,translation initiation factor IF-2-like,
LOC124901373,124901373,guanine nucleotide exchange factor subunit RIC1-like,
LOC124901415,124901415,histone-lysine N-methyltransferase SETMAR-like,
LOC124901418,124901418,uncharacterized LOC124901418,
LOC124901446,124901446,uncharacterized LOC124901446,
LOC124901449,124901449,uncharacterized LOC124901449,ENSG00000224478
LOC124901481,124901481,"ATP synthase subunit f, mitochondrial-like",
LOC124901482,124901482,uncharacterized LOC124901482,
LOC124901483,124901483,uncharacterized LOC124901483,
LOC124901495,124901495,putative protein PRAC2,
LOC124901498,124901498,uncharacterized LOC124901498,
LOC124901580,124901580,endogenous retrovirus group K member 6 Env polyprotein,
LOC124901637,124901637,putative uncharacterized protein FLJ44672,
LOC124901638,124901638,putative uncharacterized protein FLJ44672,
LOC124901639,124901639,putative uncharacterized protein FLJ44672,
LOC124901643,124901643,putative uncharacterized protein FLJ44672,
LOC124901644,124901644,putative uncharacterized protein FLJ44672,
LOC124901645,124901645,putative uncharacterized protein FLJ44672,
LOC124901646,124901646,putative uncharacterized protein FLJ44672,
LOC124901647,124901647,putative uncharacterized protein FLJ44672,
LOC124901648,124901648,putative uncharacterized protein FLJ44672,
LOC124901649,124901649,putative uncharacterized protein FLJ44672,
LOC124901650,124901650,putative uncharacterized protein FLJ44672,
LOC124901651,124901651,putative uncharacterized protein FLJ44672,
LOC124901652,124901652,putative uncharacterized protein FLJ92257,
LOC124901689,124901689,uncharacterized LOC124901689,
LOC124901693,124901693,uncharacterized LOC124901693,
LOC124901712,124901712,uncharacterized LOC124901712,
LOC124901780,124901780,uncharacterized LOC124901780,
LOC124901794,124901794,uncharacterized LOC124901794,
LOC124901797,124901797,putative uncharacterized protein FLJ44672,
LOC124901798,124901798,putative uncharacterized protein FLJ92257,
LOC124901803,124901803,uncharacterized LOC124901803,
LOC124901807,124901807,G patch domain-containing protein 8-like,
LOC124901818,124901818,protein GVQW1-like,
LOC124901819,124901819,uncharacterized LOC124901819,
LOC124901820,124901820,translation initiation factor IF-2-like,
LOC124901866,124901866,uncharacterized LOC124901866,
LOC124901867,124901867,uncharacterized LOC124901867,
LOC124901872,124901872,uncharacterized LOC124901872,ENSG00000287747
LOC124901876,124901876,uncharacterized LOC124901876,
LOC124901892,124901892,endogenous retrovirus group K member 25 Env polyprotein-like,
LOC124901993,124901993,uncharacterized LOC124901993,
LOC124902042,124902042,uncharacterized LOC124902042,
LOC124902048,124902048,putative exonuclease GOR,
LOC124902050,124902050,uncharacterized LOC124902050,
LOC124902053,124902053,uncharacterized LOC124902053,
LOC124902071,124902071,uncharacterized LOC124902071,
LOC124902106,124902106,protein piccolo-like,
LOC124902107,124902107,dapper homolog 3-like,
LOC124902171,124902171,formin-2-like,
LOC124902201,124902201,syncytin-A-like,
LOC124902206,124902206,uncharacterized LOC124902206,
LOC124902211,124902211,translation initiation factor IF-2-like,
LOC124902215,124902215,keratin-associated protein 5-5-like,
LOC124902312,124902312,uncharacterized LOC124902312,
LOC124902313,124902313,uncharacterized LOC124902313,
LOC124902325,124902325,uncharacterized LOC124902325,
LOC124902361,124902361,uncharacterized LOC124902361,
LOC124902363,124902363,keratinocyte proline-rich protein-like,
LOC124902392,124902392,uncharacterized LOC124902392,ENSG00000285254
LOC124902393,124902393,uncharacterized LOC124902393,
LOC124902420,124902420,uncharacterized LOC124902420,
LOC124902436,124902436,talanin,ENSG00000285551
LOC124902461,124902461,uncharacterized LOC124902461,
LOC124902474,124902474,uncharacterized LOC124902474,
LOC124902508,124902508,translation initiation factor IF-2-like,
LOC124902528,124902528,zinc finger protein 469-like,
LOC124902530,124902530,uncharacterized LOC124902530,
LOC124902531,124902531,uncharacterized LOC124902531,
LOC124902536,124902536,wiskott-Aldrich syndrome protein family member 1-like,
LOC124902551,124902551,uncharacterized LOC124902551,
LOC124902561,124902561,uncharacterized LOC124902561,
LOC124902565,124902565,uncharacterized LOC124902565,
LOC124902601,124902601,basic proline-rich protein-like,
LOC124902602,124902602,uncharacterized LOC124902602,
LOC124902605,124902605,uncharacterized LOC124902605,
LOC124902608,124902608,uncharacterized LOC124902608,
LOC124902669,124902669,translation initiation factor IF-2-like,
LOC124902693,124902693,uncharacterized LOC124902693,
LOC124902694,124902694,uncharacterized LOC124902694,ENSG00000255320
LOC124902704,124902704,uncharacterized LOC124902704,
LOC124902713,124902713,uncharacterized LOC124902713,
LOC124902738,124902738,endogenous retrovirus group K member 25 Env polyprotein,
LOC124902766,124902766,endogenous retrovirus group K member 7 Env polyprotein-like,
LOC124902802,124902802,protein GVQW1-like,
LOC124902805,124902805,translation initiation factor IF-2-like,
LOC124902806,124902806,leucine-rich repeat extensin-like protein 5,
LOC124902807,124902807,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4-like,
LOC124902875,124902875,uncharacterized LOC124902875,
LOC124902876,124902876,uncharacterized LOC124902876,
LOC124902886,124902886,uncharacterized LOC124902886,
LOC124902894,124902894,putative solute carrier organic anion transporter family member 1B7,
LOC124902897,124902897,uncharacterized LOC124902897,
LOC124902898,124902898,uncharacterized LOC124902898,
LOC124902928,124902928,uncharacterized LOC124902928,
LOC124902942,124902942,uncharacterized LOC124902942,
LOC124903061,124903061,uncharacterized LOC124903061,
